ID;DAN;LETO;DAN_V_TEDNU;TEDEN;DAN_V_MESECU;DATUM;PRA_DAN;PRA_PRED;PRA_NASL;PRA;BDP1;BDP2;BDP3;URA_VEC;URA_MANJ;MIN_VREDNOST;MAX_VREDNOST;STEVEC;MIN_PRET_TED;MAX_PRET_TED;TEMP_MIN;TEMP_MAX;MIN_VRED_LM1;MAX_VRED_LM1;PMIN_VRED_LM1;PMAX_VRED_LM1;RPMIN_VRED_LM1;RPMAX_VRED_LM1
4734;347;2012;3;50;12;12.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;1048648,537;1720505,63;24;957546,1622;1600515,026;-11,12;-0,5;924779,6516;1578641,809;950768,1073;1601524,439;920328,6188;1550250,543
4735;348;2012;4;50;13;13.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;1085480,947;1736665,15;24;975269,3856;1656495,936;-12,72;0,84;946555,4592;1616810,899;965665,7344;1622062,794;934749,2882;1570131,348
4736;349;2012;5;50;14;14.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;939318,8492;1533383,07;24;895082,8916;1480335,432;-6,08;5,02;853236,9686;1424443,843;862848,3802;1419407,287;835223,7016;1373963,996
4737;350;2012;6;50;15;15.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;915789,2653;1449389,2;24;927518,8286;1465958,631;2,4;7,38;845983,8114;1343055,25;849268,6172;1331652,838;822078,7039;1289019,065
4738;351;2012;7;50;16;16.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;840974,0109;1386641,09;24;890141,6415;1400139,989;1,94;6,84;810403,2462;1308256,315;779348,0507;1257183,787;754396,692;1216934,191
4739;352;2012;1;51;17;17.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;903920,6286;1657279,52;24;994621,2111;1777607,182;1,78;5;898942,3938;1679512,428;847550,4048;1537312,036;820415,5013;1488093,944
4740;353;2012;2;51;18;18.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;929715,9676;1582581,1;24;1030475,846;1705565,892;0,6;5,48;955933,987;1621615,554;881370,602;1522581,453;853152,9218;1473834,971
4741;354;2012;3;51;19;19.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;872835,4448;1481391,67;24;981713,524;1610686,123;-0,98;6,78;911258,4184;1505654,498;844844,044;1418688,102;817795,7865;1373267,836
4742;355;2012;4;51;20;20.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;990922,6488;1645191,43;24;1108095,134;1772845,676;-3,56;4,56;996607,0604;1646350,138;932268,5185;1572383,386;902421,3069;1522042,461
4743;356;2012;5;51;21;21.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;922072,4103;1516495,68;24;1015775,035;1658193,32;-2,48;2,28;923975,8971;1497831,281;876617,8109;1445989,699;848552,2946;1399695,354
4744;357;2012;6;51;22;22.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;891012,9097;1412543,12;24;976170,9751;1544953,328;-1,44;2,92;883299,945;1417084,01;859390,7513;1416036,144;831876,771;1370700,783
4745;358;2012;7;51;23;23.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;768372,8136;1250302,55;24;804803,0857;1327000,609;-0,88;5,08;712075,4008;1098257,9;729455,8192;1133441,489;706101,7943;1097153,588
4746;359;2012;1;52;24;24.12.2012;0;0;1;1;8889;-3,4;-1,4;0;0;746351,541;1286013,47;24;821746,026;1506617,748;0,46;9,44;709689,15;1156502,043;732844,887;1277920,989;709382,3588;1237007,478
4747;360;2012;2;52;25;25.12.2012;1;0;1;1;8889;-3,4;-1,4;0;0;656570,515;1038587;24;840700,609;1431057,374;5,22;11,46;693618,479;1239001,82;743418,7578;1354686,183;719617,6999;1311314,982
4748;361;2012;3;52;26;26.12.2012;1;1;0;1;8889;-3,4;-1,4;0;0;719012,7602;1215762,88;24;972021,2908;1649731,637;4,98;11,08;843604,6584;1417138,32;929715,3931;1567154,286;899949,9215;1516980,774
4749;362;2012;4;52;27;27.12.2012;0;1;0;1;8889;-3,4;-1,4;0;0;658308,0255;1192698,85;24;859473,726;1426951,755;0,92;7,62;723300,6745;1231897,682;805942,2192;1354883,329;780139,4301;1311505,816
4750;363;2012;5;52;28;28.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;701826,7532;1194526,66;24;852669,1106;1402350,847;1,16;8,94;724241,1826;1201920,159;807486,4306;1332420,4;781634,2025;1289762,053
4751;364;2012;6;52;29;29.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;727444,3;1190347,11;24;808341,6088;1281482,418;-2,68;5,58;719521,88;1269573,351;791176,4197;1270284,344;765846,3677;1229615,326
4752;365;2012;7;52;30;30.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;775712,392;1258377,68;24;820173,228;1334592,614;-3,62;2,64;747986,091;1120871,209;778147,4858;1206819,928;753234,564;1168182,766
